,Source,Target
2804,Is the museum open today?,জাদুঘরটা কি আজ খোলা আছে?
2805,Is there any mail for me?,আমার জন্য কোনো ডাক আছে?
2806,It is unfortunately true.,দুর্ভাগ্যবশতভাবে এটা সত্যি।
2807,It's a quarter past nine.,সোয়া নটা বাজে।
2808,It's pitch black outside.,বাইরেটা একদম কুচকুচে কালো।
2809,My computer is very slow.,আমার কম্পিউটার মন্থর।
2810,"Pass me the salt, please.",অনুগ্রহ করে নুনটা এগিয়ে দেবেন।
2811,Please speak more loudly.,অনুগ্রহ করে আরেকটু জোরে কথা বলুন।
2812,Salt is used to thaw ice.,বরফ গলাবার জন্য নুন ব্যাবহার করা হয়।
2813,She is a reliable person.,উনি একজন বিশ্বাসযোগ্য মানুষ।
2814,She was raised in France.,উনি ফ্রান্সে বড়ো হয়েছেন।
2815,She was raised in France.,ও ফ্রান্সে বড়ো হয়েছে।
2816,Take Tom to the hospital.,টমকে হাসপাতালে নিয়ে যান।
2817,Take Tom to the hospital.,টমকে হাসপাতালে নিয়ে যাও।
2818,That wasn't my intention.,ওটা আমার উদ্দেশ্য ছিল না।
2819,The cement was still wet.,সিমেন্টটা তখনও শুকনো ছিলো।
2820,The museum is closed now.,জাদুঘর এখন বন্ধ আছে।
2821,There was a bridge there.,ওখানে একটা সেতু আছে।
2822,There's nothing I can do.,আমার কিছু করার নেই।
2823,These things aren't mine!,এই জিনিসগুলো আমার নয়।
2824,They have twin daughters.,তাদের দুটো জমজ মেয়ে আছে।
2825,They have twin daughters.,ওনাদের দুটো জমজ মেয়ে আছে।
2826,This is driving me crazy.,এটা আমাকে পাগল করে দিচ্ছে।
2827,Three people were killed.,তিনজন নিহত হয়েছেন।
2828,Tom bought some potatoes.,টম কিছু আলু কিনলো।
2829,Tom doesn't eat raw fish.,টম কাঁচা মাছ খায় না।
2830,Tom doesn't use Facebook.,টম ফেসবুক ব্যবহার করে না।
2831,Tom has given us so much.,টম আমাদের কতো কিছু দিয়েছে।
2832,Tom is also a vegetarian.,টমও নিরামিষাশী।
2833,Tom is breathing heavily.,টম খুব জোরে জোরে নিশ্বাস নিচ্ছে।
2834,Tom is probably sleeping.,টম সম্ভবত ঘুমাচ্ছে।
2835,Tom is used to hard work.,টম কঠিন কাজ করতে অভ্যস্ত।
2836,Tom kept his eyes closed.,টম তার চোখ বন্ধ রেখেছিল।
2837,Tom kept his eyes closed.,টম তাঁর চোখ বন্ধ রেখেছিলেন।
2838,Tom kept his eyes closed.,টম ওর চোখ বন্ধ রেখেছিল।
2839,Tom kept his eyes closed.,টম ওনার চোখ বন্ধ রেখেছিলেন।
2840,Tom kept interrupting me.,টম আমাকে বারবার বাধা দিচ্ছিল।
2841,Tom kept interrupting me.,টম আমাকে বারবার বাধা দিচ্ছিলেন।
2842,Tom now knows everything.,টম এখন সবকিছুই জানে।
2843,Tom should've been there.,টমের ওখানে থাকা উচিৎ ছিলো।
2844,Tom thinks you're stupid.,টম মনে করে তুমি নির্বোধ।
2845,Tom thinks you're stupid.,টম মনে করে আপনি নির্বোধ।
2846,Tom was standing outside.,টম বাইরে দাঁড়িয়েছিলো।
2847,We do what we want to do.,আমরা যা করতে চাই তাই করি।
2848,We need help immediately.,আমাদের অবিলম্বে সাহায্যের প্রয়োজন।
2849,We will be at home today.,আমরা আজ বাড়িতেই থাকব।
2850,What color is your house?,আপনার বাড়িটা কী রঙের?
2851,What did Tom give to you?,টম আপনাকে কী দিয়েছে?
2852,What does that word mean?,ওই শব্দটার অর্থ কী?
2853,What does that word mean?,ওই শব্দটার মানে কী?
2854,What does this sign mean?,এই চিহ্নটির মানে কী?
2855,What does this sign mean?,এই চিহ্নটির অর্থ কী?
2856,What does this word mean?,এই শব্দটার অর্থ কী?
2857,What does this word mean?,এই শব্দটার মানে কী?
2858,What happened in October?,অক্টোবরে কী ঘটেছিলো?
2859,What he said is not true.,উনি যা বললেন তা সত্যি নয়।
2860,What he said is not true.,ও যা বললো তা সত্যি নয়।
2861,What's your home address?,আপনার বাড়ির ঠিকানাটা কী?
2862,What's your home address?,তোমার বাড়ির ঠিকানাটা কী?
2863,"What's your name, please?",আপনার নাম কি?
2864,What's your phone number?,আপনার ফোন নাম্বারটা কী?
2865,What's your phone number?,তোমার ফোন নাম্বারটা কী?
2866,Where can I buy a ticket?,আমি টিকিট কোথা থেকে কিনতে পারব?
2867,Would you like some more?,আর একটু নেবেন?
2868,Would you like some more?,আর একটু নেবে?
2869,Would you like some more?,আর একটু নিবি?
2870,"You can dance, can't you?","আপনি নাচতে পারেন, তাই না?"
2871,"You can dance, can't you?","তুমি নাচতে পার, তাই না?"
2872,You can eat all you want.,আপনি যত ইচ্ছে তত খেতে পারেন।
2873,You can eat all you want.,তুমি যত ইচ্ছে তত খেতে পা্রো।
2874,You can eat all you want.,আপনারা যত ইচ্ছে তত খেতে পারেন।
2875,You can eat all you want.,তোমরা যত ইচ্ছে তত খেতে পারো।
2876,You can't lift the piano.,তুমি পিয়ানোটা তুলতে পারবে না।
2877,You can't lift the piano.,আপনি পিয়ানোটা তুলতে পারবেন না।
2878,Your book is on the desk.,তোমার বই ডেস্কের উপর রয়েছে।
2879,Your book is on the desk.,আপনার বই ডেস্কের উপর রয়েছে।
2880,Are we eating out tonight?,আমরা কি আজ বাইরে খাবো?
2881,Can you get my bill ready?,আপনি কি আমার বিলটা তৈরি রাখতে পারবেন?
2882,Can you recommend a hotel?,আপনি কোনো হোটেল সুপারিশ করতে পারবেন?
2883,Communications broke down.,যোগাযোগ বিচ্ছিন্ন হলো।
2884,Could you show Tom around?,তুমি কি টমকে চারপাশটা দেখিয়ে আনতে পারবে?
2885,Could you show Tom around?,আপনি কি টমকে চারপাশটা দেখিয়ে আনতে পারবেন?
2886,Did you get Tom's message?,তুমি কি টমের বার্তাটা পেয়েছো?
2887,Did you get Tom's message?,আপনি কি টমের বার্তাটা পেয়েছেন?
2888,Do you have a bigger bowl?,আপনার কাছে কি আরো বড় বাটি আছে?
2889,Do you have a larger size?,আপনার কাছে কি আরো বড় মাপের কিছু আছে?
2890,Do you have any vacancies?,আপনাদের কি ঘর খালি আছে?
2891,Do you have your passport?,আপনার কাছে কি আপনার পাসপোর্টটা আছে?
2892,Does Tom know you're here?,টম কি জানে যে তুমি এখানে?
2893,Does Tom know you're here?,টম কি জানে যে আপনি এখানে?
2894,Everyone started laughing.,সবাই হাঁসতে শুরু করলো।
2895,Forty people were present.,চল্লিশ জন উপস্থিত ছিলেন।
2896,Give me your phone number.,আপনার ফোন নাম্বারটা দিন।
2897,Give me your phone number.,তোমার ফোন নাম্বারটা দাও।
2898,He eats nothing but fruit.,সে ফল ছাড়া আর কিছুই খায় না।
2899,He eats nothing but fruit.,উনি ফল ছাড়া আর কিছুই খান না।
2900,He eats nothing but fruit.,তিনি ফল ছাড়া আর কিছুই খান না।
2901,He eats nothing but fruit.,ও ফল ছাড়া আর কিছুই খায় না।
2902,He taught me how to write.,উনি আমাকে লিখতে শিখিয়েছেন।
2903,He taught me how to write.,ও আমাকে লিখতে শিখিয়েছে।
2904,He taught me how to write.,সে আমাকে লিখতে শিখিয়েছে।
2905,He taught me how to write.,তিনি আমাকে লিখতে শিখিয়েছেন।
2906,He will be ten next April.,ও পরের এপ্রিলে দশ বছরের হবে।
2907,He's sleeping like a baby.,উনি বাচ্চাদের মত ঘুমাচ্ছেন।
2908,He's sleeping like a baby.,ইনি বাচ্চাদের মত ঘুমাচ্ছেন।
2909,He's sleeping like a baby.,তিনি বাচ্চাদের মত ঘুমাচ্ছেন।
2910,He's sleeping like a baby.,ও বাচ্চাদের মত ঘুমাচ্ছে।
2911,He's sleeping like a baby.,সে বাচ্চাদের মত ঘুমাচ্ছে।
2912,How can I get to gate A-1?,আমি A-1 গেটে কিভাবে যাব?
2913,How do I get to Chinatown?,আমি চায়না টাউন কিভাবে যাব?
2914,How old are your children?,আপনার বাচ্চাদের বয়স কত?
2915,How old is the oldest one?,বড় জনের বয়স কত?
2916,I accepted her invitation.,আমি তার আমন্ত্রণ গ্রহণ করলাম।
2917,I accepted her invitation.,আমি ওনার আমন্ত্রণ গ্রহণ করলাম।
2918,I accepted her invitation.,আমি ওর আমন্ত্রণ গ্রহণ করলাম।
2919,I accepted his invitation.,আমি তার আমন্ত্রণ গ্রহণ করলাম।
2920,I accepted his invitation.,আমি ওনার আমন্ত্রণ গ্রহণ করলাম।
2921,I accepted his invitation.,আমি ওর আমন্ত্রণ গ্রহণ করলাম।
2922,I am able to read English.,আমি ইংরাজি পরতে পারি।
2923,I am playing football now.,আমি এখন ফুটবল খেলছি।
2924,I can't bend my right arm.,আমি আমার ডান হাতটা মুড়তে পারছি না।
2925,I can't explain it either.,আমিও এটা ঠিক বোঝাতে পারব না।
2926,I can't lift my right arm.,আমি আমার ডান হাতটা তুলতে পারছি না।
2927,I do it because I want to.,আমার ইচ্ছে হয় তাই আমি এটা করি।
2928,I don't care what he does.,উনি কী করেন না করেন আমি তা কেয়ার করি না।
2929,I don't care what he does.,ও কী করে না করে আমি তা কেয়ার করি না।
2930,I don't understand German.,আমি জার্মান ভাষা বুঝি না।
2931,I forgot his phone number.,আমি ওনার ফোন নাম্বারটা ভুলে গেছি।
2932,I forgot his phone number.,আমি তার ফোন নাম্বারটা ভুলে গেছি।
2933,I forgot his phone number.,আমি ওর ফোন নাম্বারটা ভুলে গেছি।
2934,I have nothing to declare.,আমার কিছু বিবৃতি দেওয়ার নেই।
2935,I knew Tom would ask that.,আমি জানতাম যে টম ওটা জিজ্ঞাসা করবে।
2936,I live in a small village.,আমি একট ছোট গ্রামে থাকি।
2937,I really don't want to go.,আমি সত্যিই যেতে চাই না।
2938,I think Tom is doing well.,আমার মনে হয় টম ভালোই আছে।
2939,I think you both know Tom.,আমার মনে হয় আপনারা দুজনেই টমকে চেনেন।
2940,I think you both know Tom.,আমার মনে হয় তোমরা দুজনেই টমকে চেনো।
2941,I was momentarily blinded.,আমি ক্ষণিকের জন্য অন্ধ হয়েগেছিলাম।
2942,I'm not very good at this.,আমি এতে খুব একটা ভালো নই।
2943,I'm not very good at this.,আমি এই ব্যাপারে খুব একটা ভালো নই।
2944,Is the audience listening?,শ্রোতারা কি শুনছেন?
2945,Is this the bus to Oxford?,এটা কি অক্সফোর্ড্রে যাওয়ার বাস?
2946,It's quarter to eight now.,এখন পৌনে আটটা বাজে।
2947,Leaves fall in the autumn.,শরতকালে পাতা ঝড়ে যায়।
2948,Let's go to the Jacksons'.,জ্যাকসনদের বাড়ি যাওয়া যাক।
2949,My father swims very well.,আমার বাবা খুব ভাল সাঁতার কাটতে পারে।
2950,Nobody knows me in Boston.,বস্টনে আমাকে কেউ চেনে না।
2951,Nobody suspected anything.,কেউই কিছু সন্দেহ করেনি।
2952,One problem still remains.,একটা সমস্যা এখনো রয়েছে।
2953,Please fill out this form.,অনুগ্রহ করে এই ফর্মটি পূরণ করুন।
2954,She got sick this weekend.,গত সপ্তাহের শেষের দিকে উনি অসুস্থ হয়ে পরেছিলেন।
2955,She got sick this weekend.,গত সপ্তাহের শেষের দিকে ও অসুস্থ হয়ে পরেছিলো।
2956,Someone started screaming.,কেউ চিৎকার শুরু করলো।
2957,That's the absolute truth.,যেটাই পরম সত্য।
2958,The chicken was delicious.,মুর্গিটা সুস্বাদু ছিলো।
2959,The hospital is near here.,হাসপাতালটা কাছাকাছির মধ্যেই আছে।
2960,The hospital is near here.,হাসপাতালটা আশেপাশেই আছে।
2961,The meeting was held here.,মিটিঙটা এখানে হয়েছিল।
2962,The sky started to darken.,আকাশটা অন্ধকার হতে শুরু করেছে।
2963,The station is pretty far.,স্টেশনটা বেশ কিছুটা দূরে।
2964,This is my younger sister.,এটা আমার ছোটো বোন।
2965,This old house is haunted.,এই পুরানো বাড়িটা ভুতুড়ে।
2966,Tom certainly is eloquent.,টম সত্যি বাক্যবাগীশ।
2967,Tom died three days later.,টম তিন দিন পর মারা গেলো।
2968,Tom has his own apartment.,টমের নিজস্ব আ্যপার্টমেন্ট আছে।
2969,Tom is a Canadian citizen.,উনি ক্যানেডিয় নাগরিক।
2970,Tom is afraid of the dark.,টম অন্ধকারকে ভয় পায়।
2971,Tom is breathing normally.,টম সাধারণভাবেই নিশ্বাস নিচ্ছে।
2972,Tom is listening intently.,টম মনযোগ দিয়ে শুনছে।
2973,Tom is teaching me French.,টম আমাকে ফরাসি পড়াচ্ছে।
2974,Tom is teaching me French.,টম আমাকে ফরাসি শেখাচ্ছে।
2975,Tom is wearing headphones.,টম হেডফোন পড়ে আছে।
2976,Tom kept crying all night.,টম সারা রাত কেঁদেছিল।
2977,Tom kept crying all night.,টম সারা রাত কেঁদেছিলেন।
2978,Tom told me all about you.,টম আপনার সম্পর্কে আমাকে সব বলেছে।
2979,Tom told me all about you.,টম আপনার ব্যাপারে আমাকে সব বলেছে।
2980,Tom told me all about you.,টম আপনার বিষয় আমাকে সব বলেছে।
2981,Tom told me to keep quiet.,টম আমাকে চুপ করতে বলল।
2982,Tom wanted to talk to you.,টম আপনার সাথে কথা বলতে চেয়েছিল।
2983,Tom wanted to talk to you.,টম তোমার সাথে কথা বলতে চেয়েছিল।
2984,Tom wanted to talk to you.,টম তোর সাথে কথা বলতে চেয়েছিল।
2985,Tom was breathing heavily.,টম খুব জোরে জোরে নিশ্বাস নিচ্ছিলো।
2986,Tom was crying last night.,টম গত রাতে কাঁদছিলো।
2987,"Turn on the light, please.",দয়া করে আলোটা জ্বালিয়ে দেবেন।
2988,We both know that's a lie.,আমরা দুজনেই জানি যে এটা একটা মিথ্যে।
2989,We made too many mistakes.,আমরা অনেক ভুল করেছি।
2990,We're going the wrong way.,আমরা ভুল রাস্তায় যাচ্ছি।
2991,What exactly has Tom done?,টম ঠিক কী করেছে?
2992,What is your phone number?,আপনার ফোন নাম্বারটা কী?
2993,What is your phone number?,তোমার ফোন নাম্বারটা কী?
2994,What was the last station?,এর আগের স্টেশনটা কি ছিল?
2995,What you said is not true.,আপনি যা বললেন তা সত্যি নয়।
2996,What you said is not true.,তুমি যা বললে তা সত্যি নয়।
2997,What's your father's name?,আপনার বাবার নাম কী?
2998,What's your father's name?,তোমার বাবার নাম কী?
2999,What's your father's name?,তোর বাবার নাম কী?
3000,Where can I buy envelopes?,আমি খাম কোথা থেকে কিনতে পারব?
3001,Where is the bus terminal?,বাস টার্মিনালটা কোথায়?
3002,Why are you sitting there?,আপনি ওখানে বসে আছেন কেন?
3003,Why are you sitting there?,তুমি ওখানে বসে আছো কেন?
3004,Would you like to come in?,আপনি কি ভেতরে আসবেন?
3005,Would you like to come in?,আপনারা কি ভেতরে আসবেন?
3006,Would you like to come in?,তুমি কি ভেতরে আসবে?
3007,Would you like to come in?,তোমরা কি ভেতরে আসবে?
3008,"You are tired, aren't you?","আপনি ক্লান্ত, তাই না?"
3009,"You are tired, aren't you?","তুমি ক্লান্ত, তাই না?"
3010,"You are tired, aren't you?","তুই ক্লান্ত, তাই না?"
3011,You need a new girlfriend.,তোমার এখন একটা নতুন বান্ধবী চাই।
3012,You should eat vegetables.,আপনার শাকসব্জি খাওয়া উচিত।
3013,You should eat vegetables.,তোমার শাকসব্জি খাওয়া উচিত।
3014,You're sitting in my seat.,আপনি আমার সীটে বসে আছেন।
3015,Anybody can make a mistake.,যে কেউ ভুল করতে পারে।
3016,Are you a Japanese citizen?,আপনি কি জাপানী নাগরিক?
3017,At what time does it close?,কটার সময এটা বন্ধ হয়?
3018,At what time does it close?,এটা কটার সময় বন্ধ হয়?
3019,Can you dance to this song?,আপনি কি এই গানে নাচতে পারবেন?
3020,Can you dance to this song?,তুমি কি এই গানে নাচতে পারবে?
3021,Can you keep an eye on Tom?,আপনি কি টমের উপর নজর রাখতে পারবেন?
3022,Can you keep an eye on Tom?,তুমি কি টমের উপর নজর রাখতে পারবে?
3023,Can you keep an eye on Tom?,তুই কি টমের উপর নজর রাখতে পারবি?
3024,Can you show me on the map?,আপনি কি মানচিত্রে দেখাতে পারবেন?
3025,Did you find your passport?,আপনি কি আপনার পাসপোর্টটা পেয়েছেন?
3026,Do I have to change trains?,আমাকে কি ট্রেন পাল্টাতে হবে?
3027,Do you accept credit cards?,আপনারা কি ক্রেডিট কার্ড নেন?
3028,Do you know a good dentist?,আপনি কি কোনো ভালো দাঁতের ডাক্তারকে চেনেন?
3029,Do you know a good dentist?,তুমি কি কোনো ভালো দাঁতের ডাক্তারকে চে্নো?
3030,Does Tom understand French?,টম কি ফরাসি বোঝে?
3031,Don't forget to invite Tom.,টমকে আমন্ত্রন জানাতে ভুলো না।
3032,Eat whatever food you like.,আপনার যে খাবার পছন্দ হয় সেটা খান।
3033,Eat whatever food you like.,আপনাদের যে খাবার পছন্দ হয় সেটা খান।
3034,Eat whatever food you like.,তোমার যে খাবার পছন্দ হয় সেটা খাও।
3035,Eat whatever food you like.,তোমাদের যে খাবার পছন্দ হয় সেটা খাও।
3036,"Excuse me, what time is it?","ক্ষমা করবেন, এখন কটা বাজে?"
3037,"Fill out this form, please.",অনুগ্রহ করে এই ফর্মটি পূরণ করুন।
3038,He had a bitter experience.,ওনার এক তিক্ত অভিজ্ঞতা হয়েছিলো।
3039,He had a bitter experience.,ওর এক তিক্ত অভিজ্ঞতা হয়েছিলো।
3040,He loses his temper easily.,উনি সহজেই ওনার মাথা গরম করে ফেলেন।
3041,He loses his temper easily.,ও সহজেই ওর মাথা গরম করে ফেলে।
3042,He was elected mayor again.,উনি আবার মেয়র নির্বাচিত হন।
3043,How often do the buses run?,বাসগুলো কতক্ষণ অন্তর অন্তর চলে?
3044,I am starting this evening.,আমি আজ সন্ধ্যেতে শুরু করব।
3045,I can't attend the meeting.,আমি মিটিঙে যেতে পারব না।
3046,I can't attend the meeting.,আমি সভাতে উপস্থিত থাকতে পারব না।
3047,I don't know what you mean.,আমি জানিনা আপনি কি বোঝাতে চাইছেন।
3048,I don't know what you mean.,আমি জানিনা তুমি কি বোঝাতে চাইছো।
3049,I don't like these remarks.,আমি এই ধরণের মন্তব্য পছন্দ করি না।
3050,I forget your phone number.,আমি আপনার ফোন নাম্বারটা ভুলে যাই।
3051,I forget your phone number.,আমি তোমার ফোন নাম্বারটা ভুলে যাই।
3052,I forgot your phone number.,আমি আপনার ফোন নাম্বারটা ভুলে গেছি।
3053,I forgot your phone number.,আমি তোমার ফোন নাম্বারটা ভুলে গেছি।
3054,I really do not want to go.,আমি সত্যিই যেতে চাই না।
3055,I want to close my account.,আমি আমার অ্যাকাউন্টটা বন্ধ করতে চাই।
3056,"I was born on June 4, 1974.","আমি ৪ঠা জুন, ১৯৭৪ এ জন্মগ্রহণ করেছিলাম।"
3057,I was humiliated in public.,আমি জনসাধারণের সামনে অপমানিত হলাম।
3058,I was scared half to death.,আমি ভয়ে অর্ধেক হয়ে গেছিলাম।
3059,"I'd like a receipt, please.",অনুগ্রহ করে একটা রিসিট দেবেন।
3060,I'd like to change my room.,আমি আমার ঘরটা পাল্টাতে চাই।
3061,I'm happy to see you again.,তোমাকে আবার দেখে খুশি হয়েছি।
3062,I'm happy to see you again.,আপনাকে আবার দেখে খুশি হয়েছি।
3063,I'm happy to see you again.,তোমাদেরকে আবার দেখে খুশি হয়েছি।
3064,I'm happy to see you again.,আপনাদেরকে আবার দেখে খুশি হয়েছি।
3065,I've met Tom several times.,আমি টমের সাথে অনেকবার দেখা করেছি।
3066,Is there a hospital nearby?,কাছাকাছির মধ্যে কোন হাসপাতাল আছে?
3067,It is just half past seven.,এখন সবে সাড়ে সাতটা বাজে।
3068,It may snow in the evening.,সন্ধ্যেবেলা বরফ পরতে পারে।
3069,It seems interesting to me.,এটা আমার কাছে আকর্ষণীয় মনে হচ্ছে।
3070,It's absolutely impossible.,এটা একেবারে অসম্ভব।
3071,It's already seven o'clock.,ইতিমধ্যেই সাতটা বেজে গেছে।
3072,My father drives very well.,আমার বাবা খুব ভাল গাড়ি চালাতে পারে।
3073,My luggage has been stolen.,আমার মালপত্রটা চুরি হয়ে গেছে।
3074,My son is taller than I am.,আমার ছেলে আমার থেকে লম্বা।
3075,One language is not enough.,মাত্র একটি ভাষা যথেষ্ট নয়।
3076,Take good care of yourself.,নিজের দিকে ভালো করে খেয়াল রাখবে।
3077,Take good care of yourself.,নিজের দিকে ভালো করে খেয়াল রাখবেন।
3078,The church bell is ringing.,চার্চের ঘন্টাটা বাজছে।
3079,The library is to the left.,লাইব্রেরিটা বাঁদিকে।
3080,The rain continued all day.,বৃষ্টিটা সারাদিন ধরে চলেছিল।
3081,The responsibility is mine.,দায়িত্বটা আমার।
3082,The terrorists have failed.,আতঙ্কবাদিরা ব্যর্থ হলো।
3083,This is never going to end.,এটা কখনোই শেষ হবে না।
3084,This river is deepest here.,এই নদীটা এইখানে সবথেকে গভীর ।
3085,Tom and Mary are screaming.,টম আর মেরি চিৎকার করছে।
3086,Tom doesn't have any proof.,টমের কাছে কোনো প্রমান নেই।
3087,Tom is taking a big chance.,টম একটা বড় ঝুঁকি নিচ্ছে।
3088,Tom is waiting impatiently.,টম অধৈর্যভাবে অপেক্ষা করছে।
3089,Tom started singing a song.,টম একটা গান গাইতে শুরু করলো।
3090,Tom waited on the platform.,টম প্ল্যাটফর্মে অপেক্ষা করলো।
3091,Tom wants to eat lunch now.,টম এখন লাঞ্চ খেতে চায়।
3092,Tom was arrested on Monday.,টম সোমবার গ্রেফতার হয়েছে।
3093,Tom was crying like a baby.,টম বাচ্চার মত কাঁদছিলো।
3094,Tom was humiliated by Mary.,টম মেরি দ্বারা অপদস্ত হয়েছিলো।
3095,Tom was utterly humiliated.,টম চূড়ান্তভাবে অপদস্ত হোল।
3096,Tom's father is a musician.,টমের বাবা একজন সুরকার।
3097,We can't blame anyone else.,আমরা অন্য কাউকে দোষারোপ করতে পারি না।
3098,We don't care what he does.,উনি কী করেন না করেন আমরা তা কেয়ার করি না।
3099,We don't care what he does.,ও কী করে না করে আমরা তা কেয়ার করি না।
3100,We need to leave right now.,আমাদের এখনি বেরানো উচিত।
3101,We want complete sentences.,আমাদের সম্পুর্ণ বাক্য চাই।
3102,What Tom did was dangerous.,টম যেটা করলো সেটা বিপজ্জনক।
3103,What are you talking about?,তুমি কিসের ব্যপারে কথা বলছো?
3104,What are you talking about?,আপনি কিসের ব্যাপারে কথা বলছেন?
3105,What time do you eat lunch?,আপনি দুপুরের খাবার কটার সময় খান?
3106,What time do you eat lunch?,আপনি লাঞ্চ কটার সময় খান?
3107,What time do you go to bed?,আপনি কটার সময় ঘুমাতে যান?
3108,What time do you go to bed?,তুমি কটার সময় ঘুমাতে যাও?
3109,What would you like to eat?,আপনি কী খাবেন?
3110,What would you like to eat?,তুমি কি খাবে?
3111,What would you like to eat?,তুই কি খাবি?
3112,What's the meaning of that?,ওটার মানে কী?
3113,What's the meaning of that?,ওটার অর্থ কী?
3114,"Where are the eggs, please?",ডিমগুলো কোথায়?
3115,Where's the ticket counter?,টিকিট কাউন্টারটা কোথায়?
3116,Whose phone number is this?,এটা কার ফোন নাম্বার?
3117,World War II ended in 1945.,দ্বিতীয় বিশ্বযুদ্ধ ১৯৪৫ সালে সমাপ্ত হয়েছিল।
3118,You are always complaining.,আপনি সবসময় অভিযোগ করেন।
3119,You are always complaining.,তুমি সবসময় অভিযোগ কর।
3120,You are always complaining.,আপনারা সবসময় অভিযোগ করেন।
3121,You are always complaining.,তোমরা সবসময় অভিযোগ কর।
3122,You must go to the dentist.,তোমার দাঁতের ডাক্তারের কাছে যাওয়া উচিৎ।
3123,You ought to see a dentist.,আপনার একজন দাঁতের ডাক্তার দেখানো উচিৎ।
3124,You ought to see a dentist.,তোমার একজন দাঁতের ডাক্তার দেখানো উচিৎ।
3125,You were Tom's only friend.,তুমিই টমের একমাত্র বন্ধু ছিলে।
3126,You were Tom's only friend.,আপনিই টমের একমাত্র বন্ধু ছিলেন।
3127,You're going the wrong way.,আপনি ভুল রাস্তায় যাচ্ছেন।
3128,Your mother died yesterday.,তোমার মা গতকাল মারা গেছেন।
3129,All Tom wants to do is fish.,টম খালি মাছই ধরতে চায়।
3130,Are you busy tomorrow night?,আপনি কি কাল রাতে ব্যস্ত থাকবেন?
3131,Are you busy tomorrow night?,তুমি কি কাল রাতে ব্যস্ত থাকবে?
3132,Are you busy tomorrow night?,তুই কি কাল রাতে ব্যস্ত থাকবি?
3133,Can I leave my luggage here?,আমি কি আমার মালপত্র এখানে রেখে যেতে পারি?
3134,Can I take photographs here?,আমি কি এখানে ছবি তুলতে পারি?
3135,Columbus discovered America.,কলোম্বাস আমেরিকা আবিষ্কার করেছেন।
3136,Do you want to learn French?,আপনি কি ফরাসি শিখতে চান?
3137,Do you want to learn French?,তুমি কি ফরাসি শিখতে চাও?
3138,Does Tom want to see me now?,টম কি আমার সাথে এখন দেখা করতে চায়?
3139,Everybody desires happiness.,সবাই সুখ কামনা করে।
3140,Everybody wants recognition.,সবাই স্বীকৃতি চায়।
3141,Grammar is very complicated.,ব্যাকরণ খুব জটিল।
3142,Have you ever broken a bone?,আপনার কখনো হাড় ভেঙেছে?
3143,Have you ever broken a bone?,তোমার কখনো হাড় ভেঙেছে?
3144,How long does the trip take?,যাত্রাটা কতক্ষণ লাগবে?
3145,How much are these potatoes?,এই আলুগুলো কত করে?
3146,How old is your grandfather?,আপনার দাদুর বয়স কত?
3147,How old is your grandfather?,তোমার দাদুর বয়স কত?
3148,How old is your grandfather?,আপনার ঠাকুরদার বয়স কত?
3149,How old is your grandfather?,তোমার ঠাকুরদার বয়স কত?
3150,I am going to Osaka station.,আমি ওসাকা স্টেশনে যাচ্ছি।
3151,I asked Tom to come with me.,আমি টমকে আমার সাথে আসতে বললাম।
3152,I asked Tom where he'd been.,আমি টমকে জিজ্ঞাসা করলাম যে সে কোথায় ছিলো।
3153,I asked Tom where he'd gone.,আমি টমকে জিজ্ঞাসা করলাম যে সে কোথায় গেছিলো।
3154,I believe Tom is doing well.,আমার মনে হয় টম ভালোই আছে।
3155,I believe you both know Tom.,আমার মনে হয় আপনারা দুজনেই টমকে চেনেন।
3156,I believe you both know Tom.,আমার মনে হয় তোমরা দুজনেই টমকে চেনো।
3157,I believed what Tom told me.,টম আমাকে যা বলেছিল আমি তা বিশ্বাস করেছিলাম।
3158,I blame Tom for all of this.,এই সমস্ত কিছুর জন্য আমি টমকে দোষ দেব।
3159,I called my good friend Tom.,আমি আমার ভালো বন্ধু টমকে ফোন করেছিলাম।
3160,I can swim across the river.,আমি নদি সাঁতরে পার হতে পারি।
3161,I can't be friends with Tom.,আমি টমের সঙ্গে বন্ধুত্ব রাখতে পারব না।
3162,I can't think about Tom now.,আমি এখন টমের ব্যাপারে ভাবতে পারছি না।
3163,I couldn't keep up with Tom.,আমি টমের সঙ্গে পেরে উঠিনি।
3164,I didn't know Tom had a dog.,আমি জানতাম না যে টমের একটা কুকুর ছিল।
3165,I didn't want Tom to see me.,আমি চাইছিলাম না টম আমাকে দেখতে পাক।
3166,I didn't want Tom to see me.,আমি চাইছিলাম না টম আমাকে দেখুক।
3167,I didn't want to insult Tom.,আমি টমকে অপমান করতে চাই নি।
3168,I don't know Tom personally.,আমি টমকে ব্যক্তিগতভাবে চিনি না।
3169,I don't know who killed Tom.,টমকে কে মেরেছে আমি জানি না।
3170,I don't know who killed Tom.,আমি জানি না টমকে কে মেরেছে।
3171,I don't need to talk to Tom.,আমার টমের সঙ্গে কথা বলার কোনো প্রয়োজন নেই।
3172,I don't think Tom hates you.,আমার মনে হয় না টম আপনাকে ঘৃণা করে।
3173,I don't think Tom likes you.,আমার মনে হয় না টম আপনাকে পছন্দ করে।
3174,I don't want Tom to find me.,আমি চাই না টম আমাকে খুঁজে পাক।
3175,I don't want Tom to hate me.,আমি চাই না টম আমাকে ঘৃণা করুক।
